time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2014-11-08T12:47:41.000Z,64.8076,-148.829,6.1,1,ml,,,,1.18,ak,ak11436454,2014-11-08T13:50:57.190Z,"28km NNE of North Nenana, Alaska",earthquake
2014-11-08T12:42:42.710Z,5.0097,126.2913,94.92,5,mb,,91,4.344,1.11,us,usc000svnp,2014-11-08T20:45:24.789Z,"101km ESE of Sarangani, Philippines",earthquake
2014-11-08T12:22:34.000Z,62.8941,-148.8603,72.7,2.2,ml,,,,0.73,ak,ak11436449,2014-11-08T13:50:58.587Z,"55km S of Cantwell, Alaska",earthquake
2014-11-08T12:14:45.280Z,36.9195,-112.7378333,1.31,1.44,ml,9,140,0.1181,0.19,uu,uu60091157,2014-11-10T16:00:03.020Z,"19km W of Fredonia, Arizona",earthquake
2014-11-08T12:10:17.791Z,41.9212,-119.6396,0.2647,2.67,ml,4,144.51,0.494,0.1863,nn,nn00466892,2014-11-08T20:12:53.426Z,"65km ESE of Lakeview, Oregon",earthquake
2014-11-08T11:57:55.520Z,37.4688333,-118.7858333,7.26,1.08,md,27,159,0.0544,0.05,nc,nc72337475,2014-11-11T01:46:02.811Z,"25km SE of Mammoth Lakes, California",earthquake
2014-11-08T11:47:29.690Z,34.5815,-116.2688333,7.58,1.28,ml,13,65,0.14,0.15,ci,ci37286184,2014-11-08T11:51:26.120Z,"49km N of Joshua Tree, California",earthquake
2014-11-08T11:47:06.000Z,62.7445,-152.0016,0,2.1,ml,,,,0.73,ak,ak11436445,2014-11-08T13:50:57.876Z,"108km WNW of Talkeetna, Alaska",earthquake
2014-11-08T11:46:49.116Z,41.928,-119.6014,0,2.15,ml,4,237.7,0.523,0.1088,nn,nn00466909,2014-11-08T18:29:38.086Z,"66km ESE of Lakeview, Oregon",earthquake
2014-11-08T11:46:30.950Z,33.1903333,-116.7248333,13.62,1.07,ml,28,53,0.05368,0.23,ci,ci37286176,2014-11-08T11:51:08.460Z,"16km NW of Julian, California",earthquake
2014-11-08T11:46:30.000Z,64.0636,-148.3088,100,1.5,ml,,,,,ak,ak11436443,2014-11-08T12:34:54.219Z,"39km NE of Healy, Alaska",earthquake
2014-11-08T11:44:39.471Z,41.9127,-119.5809,0.1908,2.32,ml,4,147.07,0.538,0.1264,nn,nn00466890,2014-11-08T17:24:18.649Z,"68km ESE of Lakeview, Oregon",earthquake
2014-11-08T11:41:05.470Z,34.5788333,-116.2743333,1.1,1.12,ml,16,84,0.1451,0.23,ci,ci37286160,2014-11-08T11:44:59.550Z,"49km N of Joshua Tree, California",earthquake
2014-11-08T11:27:29.941Z,41.8794,-119.6114,0,3.19,ml,4,150.69,0.515,0.0918,nn,nn00466889,2014-11-08T19:30:09.298Z,"71km ESE of Lakeview, Oregon",earthquake
2014-11-08T11:16:24.000Z,61.748,-149.586,35.1,1.7,ml,,,,0.24,ak,ak11436442,2014-11-08T12:34:56.365Z,"13km N of Meadow Lakes, Alaska",earthquake
2014-11-08T11:15:09.080Z,33.1345,-116.68,16.2,1.55,ml,46,41,0.07008,0.23,ci,ci37286152,2014-11-08T11:26:15.290Z,"9km NW of Julian, California",earthquake
2014-11-08T11:13:27.490Z,37.2988319,-122.0784988,5.36,2.85,md,67,45,0.108,0.08,nc,nc72337440,2014-11-10T00:46:32.338Z,"4km WSW of Cupertino, California",earthquake
2014-11-08T10:47:32.431Z,41.9035,-119.6621,1.7742,2.5,ml,5,143.85,0.477,0.2545,nn,nn00466887,2014-11-08T18:50:16.276Z,"74km ESE of Lakeview, Oregon",earthquake
2014-11-08T10:34:01.000Z,60.1953,-141.1437,2.3,1.9,ml,,,,0.62,ak,ak11436439,2014-11-08T12:34:55.605Z,"72km ENE of Cape Yakataga, Alaska",earthquake
2014-11-08T10:31:47.393Z,41.9367,-119.6491,0.1567,2.17,ml,4,149.12,0.488,0.1243,nn,nn00466885,2014-11-08T14:56:27.697Z,"64km ESE of Lakeview, Oregon",earthquake
2014-11-08T10:11:54.777Z,41.9304,-119.6423,0,2.69,ml,5,144.26,0.493,0.2134,nn,nn00466884,2014-11-08T18:51:48.401Z,"65km ESE of Lakeview, Oregon",earthquake
2014-11-08T10:10:18.530Z,36.3879,-97.295,2.29,3,mb_lg,,53,0.38,0.52,us,usc000svmz,2014-11-09T03:53:45.359Z,"10km N of Perry, Oklahoma",earthquake
2014-11-08T10:06:12.800Z,36.351,-84.9947,20.7,2.5,md,28,86.3999930880005,0.3413598,0.2,se,se60061022,2014-11-10T12:33:05.937Z,"9km N of Grimsley, Tennessee",earthquake
2014-11-08T09:42:05.595Z,41.8759,-119.574,0,1.7,ml,4,244.79,0.543,0.14,nn,nn00466918,2014-11-08T15:38:15.328Z,"72km ESE of Lakeview, Oregon",earthquake
2014-11-08T09:35:35.300Z,48.7265,-120.6555,11.4,1.8,Md,,234,0.63780385,0.45,uw,uw60920726,2014-11-08T17:30:34.345Z,"23km NW of Mazama, Washington",earthquake
2014-11-08T09:28:00.840Z,36.1721,-96.8586,5,2.9,mb_lg,,61,0.219,0.49,us,usc000svmu,2014-11-08T17:30:26.970Z,"15km WNW of Yale, Oklahoma",earthquake
2014-11-08T09:20:01.870Z,33.7585,-115.939,1.1,2.19,ml,54,43,0.09833,0.18,ci,ci37286136,2014-11-10T22:21:41.900Z,"22km NE of Thermal, California",earthquake
2014-11-08T09:09:24.510Z,37.473999,-118.7870026,6.64,1.16,md,9,162,0.05374,0.03,nc,nc72337380,2014-11-08T12:30:05.466Z,"25km SE of Mammoth Lakes, California",earthquake
2014-11-08T09:08:11.582Z,41.9151,-119.6887,0,1.93,ml,3,221.25,0.457,0.1201,nn,nn00466880,2014-11-08T15:38:09.286Z,"62km ESE of Lakeview, Oregon",earthquake
2014-11-08T08:52:00.216Z,41.8878,-119.6946,0,2.71,ml,4,142.76,0.453,0.1178,nn,nn00466879,2014-11-08T16:54:33.633Z,"63km ESE of Lakeview, Oregon",earthquake
2014-11-08T08:49:49.000Z,61.0205,-150.3001,35.3,2,ml,,,,0.99,ak,ak11436427,2014-11-08T10:02:33.048Z,"30km SW of Anchorage, Alaska",earthquake
2014-11-08T08:47:34.358Z,41.837,-119.6484,11.7289,1.91,ml,3,323.48,0.492,0.1433,nn,nn00466906,2014-11-08T14:46:17.702Z,"69km SE of Lakeview, Oregon",earthquake
2014-11-08T08:27:28.948Z,41.8895,-119.6989,0,1.83,ml,3,151.73,0.45,0.1098,nn,nn00466876,2014-11-08T14:46:11.664Z,"63km ESE of Lakeview, Oregon",earthquake
2014-11-08T08:06:51.000Z,65.1535,-148.953,0.5,1,ml,,,,0.5,ak,ak11436423,2014-11-08T20:18:12.413Z,"55km NW of Ester, Alaska",earthquake
2014-11-08T08:06:16.392Z,41.8696,-119.6337,2.395,1.74,ml,4,244.57,0.5,0.1919,nn,nn00466905,2014-11-08T14:41:25.329Z,"68km ESE of Lakeview, Oregon",earthquake
2014-11-08T07:41:04.420Z,41.9181,-119.6564,0.6637,1.73,ml,4,145.21,0.482,0.1778,nn,nn00466874,2014-11-08T14:41:17.459Z,"64km ESE of Lakeview, Oregon",earthquake
2014-11-08T07:36:04.500Z,19.2026,-64.5136,34,2.6,Md,8,298.8,0.78692419,0.25,pr,pr14312001,2014-11-08T15:38:57.735Z,"87km N of Road Town, British Virgin Islands",earthquake
2014-11-08T07:34:16.000Z,17.8978,-68.5904,103,3.1,Md,6,338.4,1.47323707,0.23,pr,pr14312002,2014-11-08T15:36:47.798Z,"53km S of Boca de Yuma, Dominican Republic",earthquake
2014-11-08T07:08:46.680Z,37.4754982,-118.7870026,5.89,2.23,md,32,157,0.1191,0.04,nc,nc72337335,2014-11-08T11:38:04.202Z,"24km SE of Mammoth Lakes, California",earthquake
2014-11-08T07:06:40.300Z,36.5788,-97.4352,6.582,2.4,ml,,75,,0.49,us,usc000sw2r,2014-11-10T23:15:09.000Z,"15km SW of Tonkawa, Oklahoma",earthquake
2014-11-08T07:01:21.310Z,40.0434,-119.5945,10.3144,1.39,ml,17,111.08,0.089,0.1763,nn,nn00466872,2014-11-08T16:22:42.234Z,"44km NNE of Spanish Springs, Nevada",earthquake
2014-11-08T06:49:23.020Z,41.8686,-119.6251,0.1437,1.83,ml,4,244.83,0.506,0.0625,nn,nn00466904,2014-11-08T14:35:29.438Z,"69km ESE of Lakeview, Oregon",earthquake
2014-11-08T06:46:36.952Z,41.8825,-119.6393,0,2.22,ml,4,242.78,0.495,0.1175,nn,nn00466903,2014-11-08T14:35:20.478Z,"67km ESE of Lakeview, Oregon",earthquake
2014-11-08T06:21:27.060Z,38.7868333,-122.7623333,2.46,3.21,ml,84,39,0.01393,0.05,nc,nc72337305,2014-11-11T07:56:04.893Z,"1km NNW of The Geysers, California",earthquake
2014-11-08T06:04:50.432Z,41.87,-119.6438,0.6375,2.25,ml,4,145.09,0.492,0.2156,nn,nn00466867,2014-11-08T06:43:09.064Z,"68km ESE of Lakeview, Oregon",earthquake
2014-11-08T05:46:30.350Z,37.2946667,-122.0825,10.05,1.82,md,38,46,0.08029,0.1,nc,nc72337295,2014-11-08T11:33:30.562Z,"5km SW of Cupertino, California",earthquake
2014-11-08T05:44:19.179Z,41.8736,-119.6331,0.8211,1.97,ml,4,244.06,0.5,0.068,nn,nn00466871,2014-11-08T06:43:16.939Z,"68km ESE of Lakeview, Oregon",earthquake
2014-11-08T05:29:33.551Z,41.9135,-119.6466,0.0144,3.27,ml,5,151.71,0.489,0.093,nn,nn00466864,2014-11-08T13:32:16.378Z,"64km SE of Lakeview, Oregon",earthquake
2014-11-08T05:27:41.713Z,41.9079,-119.6385,0,3.25,ml,7,126.78,0.495,0.1391,nn,nn00466859,2014-11-08T13:30:19.697Z,"66km ESE of Lakeview, Oregon",earthquake
2014-11-08T05:21:43.970Z,38.7506676,-122.7211685,2.15,1.64,md,17,138,0.01838,0.04,nc,nc72337275,2014-11-08T08:29:04.568Z,"4km SE of The Geysers, California",earthquake
2014-11-08T05:18:32.532Z,41.9006,-119.6598,0.036,1.72,ml,4,153.21,0.479,0.246,nn,nn00466856,2014-11-08T15:51:32.105Z,"65km ESE of Lakeview, Oregon",earthquake
2014-11-08T05:17:17.970Z,33.978,-116.9698333,17.24,1.1,ml,48,33,0.1187,0.24,ci,ci37286104,2014-11-08T05:21:44.570Z,"0km NE of Cherry Valley, California",earthquake
2014-11-08T04:46:08.970Z,34.0236667,-117.2226667,16.41,1.3,ml,54,28,0.09232,0.25,ci,ci37286096,2014-11-08T04:57:00.580Z,"4km SE of Loma Linda, California",earthquake
2014-11-08T04:24:48.813Z,38.9713,-116.2144,0.6915,1.76,ml,5,174.73,0.793,0.1399,nn,nn00466848,2014-11-08T04:34:19.493Z,"63km SSW of Eureka, Nevada",earthquake
2014-11-08T04:23:15.182Z,41.8596,-119.6243,0.2744,2.55,ml,4,139.57,0.507,0.1109,nn,nn00466846,2014-11-08T12:25:54.543Z,"70km ESE of Lakeview, Oregon",earthquake
2014-11-08T04:22:20.970Z,34.2783333,-117.0206667,8.91,1.12,ml,41,61,0.02485,0.24,ci,ci37286088,2014-11-08T04:26:35.560Z,"10km WNW of Big Bear Lake, California",earthquake
2014-11-08T04:06:33.000Z,64.4025,-149.6838,11.9,1.4,ml,,,,0.46,ak,ak11436405,2014-11-08T05:30:24.653Z,"33km SW of North Nenana, Alaska",earthquake
2014-11-08T03:55:47.000Z,65.1568,-149.0296,7.3,1.9,ml,,,,0.71,ak,ak11436403,2014-11-08T05:30:24.085Z,"59km NW of Ester, Alaska",earthquake
2014-11-08T03:46:08.320Z,38.7886658,-122.7474976,1.13,1,md,19,54,0.01001,0.04,nc,nc72337260,2014-11-08T04:19:02.916Z,"1km NNE of The Geysers, California",earthquake
2014-11-08T03:41:02.000Z,36.46,-121.0398333,5.8,1.08,md,19,71,0.039,0.05,nc,nc72337255,2014-11-08T07:28:05.187Z,"23km NE of Greenfield, California",earthquake
2014-11-08T03:36:41.100Z,34.0343333,-117.2303333,15.97,1.76,ml,32,63,0.1006,0.27,ci,ci37286064,2014-11-08T03:42:30.210Z,"3km ESE of Loma Linda, California",earthquake
2014-11-08T03:35:57.970Z,34.0285,-117.2245,16.43,2.59,ml,100,14,0.09072,0.15,ci,ci37286056,2014-11-10T21:37:49.690Z,"4km SW of Redlands, California",earthquake
2014-11-08T03:07:04.000Z,61.4354,-147.9611,20,1.9,ml,,,,0.87,ak,ak11436401,2014-11-08T04:16:33.909Z,"56km ESE of Lazy Mountain, Alaska",earthquake
2014-11-08T03:06:10.740Z,38.8258324,-122.8546677,2.67,1.04,md,17,62,0.01786,0.02,nc,nc72337240,2014-11-08T05:14:02.565Z,"10km WNW of The Geysers, California",earthquake
2014-11-08T02:53:14.500Z,41.8285,-119.5848,4.1,2.2,Md,,234,0.53898917,0.57,uw,uw60920531,2014-11-08T06:20:48.596Z,"74km ESE of Lakeview, Oregon",earthquake
2014-11-08T02:39:06.700Z,48.188,-123.3615,40.5,1.1,Md,,111.6,0.16169675,0.19,uw,uw60920521,2014-11-08T06:12:56.737Z,"9km NNE of Port Angeles, Washington",earthquake
2014-11-08T02:27:07.385Z,41.8812,-119.6267,0.4402,2.12,ml,4,155.01,0.504,0.0844,nn,nn00466837,2014-11-08T04:25:04.658Z,"68km ESE of Lakeview, Oregon",earthquake
2014-11-08T02:10:39.489Z,41.9123,-119.6541,3.0212,1.99,ml,4,238.48,0.483,0.246,nn,nn00466845,2014-11-09T18:06:20.423Z,"62km SE of Lakeview, Oregon",earthquake
2014-11-08T02:08:18.403Z,41.8764,-119.6325,0,2.63,ml,5,149.96,0.5,0.0803,nn,nn00466836,2014-11-09T18:04:50.270Z,"66km ESE of Lakeview, Oregon",earthquake
2014-11-08T02:02:27.562Z,41.8621,-119.6368,0,2.36,ml,4,245.5,0.498,0.0824,nn,nn00466850,2014-11-08T04:38:48.987Z,"69km ESE of Lakeview, Oregon",earthquake
2014-11-08T01:52:21.421Z,41.8933,-119.6081,0,3.1,ml,4,241.97,0.517,0.0839,nn,nn00466842,2014-11-08T09:54:56.234Z,"69km ESE of Lakeview, Oregon",earthquake
2014-11-08T01:49:53.920Z,36.6135,-114.3557,1.72,1.45,ml,14,283.07,0.641,,nn,nn00466833,2014-11-08T01:52:15.032Z,"9km NE of Old Overton (historical), Nevada",earthquake
2014-11-08T01:47:43.482Z,41.8767,-119.6263,1.5938,3.03,ml,5,145.72,0.505,0.1034,nn,nn00466832,2014-11-08T09:50:10.738Z,"68km ESE of Lakeview, Oregon",earthquake
2014-11-08T01:43:08.000Z,65.5638,-147.9701,2.6,1.3,ml,,,,0.57,ak,ak11436398,2014-11-08T03:02:01.485Z,"79km N of College, Alaska",earthquake
2014-11-08T01:41:35.870Z,36.1211667,-117.361,1.1,2,ml,25,81,0.1213,0.29,ci,ci37286040,2014-11-08T01:45:27.520Z,"39km N of Searles Valley, California",earthquake
2014-11-08T01:34:54.073Z,41.8764,-119.6521,0.7254,2.55,ml,4,243.38,0.485,0.1968,nn,nn00466841,2014-11-08T09:37:32.725Z,"67km ESE of Lakeview, Oregon",earthquake
2014-11-08T01:21:36.485Z,41.8783,-119.6271,1.3103,2.83,ml,4,153.98,0.504,0.1366,nn,nn00466829,2014-11-08T05:26:12.415Z,"68km ESE of Lakeview, Oregon",earthquake
2014-11-08T01:14:24.400Z,18.353,-64.1559,151,2.9,Md,5,342,1.35016787,0.31,pr,pr14312000,2014-11-08T09:16:59.752Z,"49km E of Road Town, British Virgin Islands",earthquake
2014-11-08T01:07:04.000Z,60.4375,-152.4717,95.9,2.4,ml,,,,0.51,ak,ak11436391,2014-11-08T03:01:57.414Z,"15km ESE of Redoubt Volcano, Alaska",earthquake
2014-11-08T00:58:16.950Z,34.8806667,-119.467,14.51,1.45,ml,13,71,0.07399,0.34,ci,ci37286032,2014-11-08T01:02:28.470Z,"20km SSW of Maricopa, California",earthquake
2014-11-08T00:56:33.210Z,64.6064,-17.7601,11.27,4.5,mb,,83,1.54,1.14,us,usc000svka,2014-11-08T08:59:06.687Z,"121km S of Akureyri, Iceland",earthquake
2014-11-08T00:46:58.800Z,19.8253,-155.5448,23.7,1.7,Md,,108,0.07186522,0.09,hv,hv60799481,2014-11-08T02:13:07.362Z,"25km SSE of Waimea, Hawaii",earthquake
2014-11-08T00:39:53.290Z,38.8151665,-122.7935028,2.46,1.36,md,22,59,0.01019,0.03,nc,nc72337145,2014-11-08T03:35:04.190Z,"5km NW of The Geysers, California",earthquake
2014-11-08T00:11:20.290Z,43.2981667,-78.3395,4.43,1.7,ml,8,186,0.1578,0.2,ld,ld60038803,2014-11-10T20:41:32.740Z,"9km NNE of Medina, New York",earthquake
2014-11-07T23:59:58.000Z,61.8592,-151.2962,74.7,1.8,ml,,,,0.36,ak,ak11436381,2014-11-08T01:47:14.847Z,"67km W of Willow, Alaska",earthquake
2014-11-07T23:58:30.000Z,64.993,-147.3264,2.7,1.6,ml,,,,0.4,ak,ak11436380,2014-11-08T01:47:14.207Z,"23km NNE of Badger, Alaska",earthquake
2014-11-07T23:54:22.240Z,37.8297,142.3065,33.77,5.3,mb,,20,1.201,0.88,us,usc000svjy,2014-11-08T01:26:27.538Z,"109km SE of Ishinomaki, Japan",earthquake
2014-11-07T23:46:50.960Z,38.6642,-117.0873,9.54,1.9,ml,15,220.75,1.217,,nn,nn00466818,2014-11-07T23:49:54.248Z,"67km N of Tonopah, Nevada",earthquake
2014-11-07T23:31:53.070Z,33.51,-116.6111667,9.36,1.72,ml,13,260,0.04181,0.22,ci,ci37286008,2014-11-07T23:36:27.470Z,"7km SE of Anza, California",earthquake
2014-11-07T23:19:18.790Z,33.979,-117.1981667,10.91,1.06,ml,38,54,0.09082,0.3,ci,ci37286000,2014-11-07T23:23:47.120Z,"5km NNE of Moreno Valley, California",earthquake
2014-11-07T23:03:46.000Z,61.5899,-150.6593,59.7,1.9,ml,,,,0.31,ak,ak11436288,2014-11-08T00:28:03.098Z,"37km WSW of Willow, Alaska",earthquake
2014-11-07T22:55:00.340Z,6.8049,126.7609,83.68,5.1,mb,,22,6.023,0.69,us,usc000svjd,2014-11-08T06:57:12.282Z,"43km SE of Tarragona, Philippines",earthquake
2014-11-07T22:50:50.100Z,19.6495,-156.0585,36.1,2.5,Ml,,244.8,0.03593261,0.16,hv,hv60799451,2014-11-08T07:04:14.163Z,"6km W of Kailua-Kona, Hawaii",earthquake
2014-11-07T22:32:59.800Z,36.3296,-97.5263,8.131,2.8,ml,,87,,0.47,us,usc000svj7,2014-11-08T07:04:07.488Z,"21km WNW of Perry, Oklahoma",earthquake
2014-11-07T22:30:30.740Z,36.1391667,-118.0556667,1.1,1.72,ml,31,80,0.164,0.24,ci,ci37285992,2014-11-07T22:34:21.550Z,"51km S of Lone Pine, California",earthquake
2014-11-07T22:24:42.790Z,39.4925,-111.976,17.31,1.7,ml,8,176,0.3801,0.18,uu,uu60091132,2014-11-10T20:11:31.430Z,"26km SSW of Nephi, Utah",earthquake
2014-11-07T22:10:51.000Z,59.7805,-152.7858,6.6,2.7,ml,,,,0.71,ak,ak11436281,2014-11-08T07:04:24.278Z,"53km W of Anchor Point, Alaska",earthquake
2014-11-07T22:07:48.900Z,49.354,-120.4918,0,2.2,Md,,234,0.57492178,0.11,uw,uw60920366,2014-11-07T23:05:04.293Z,"11km S of Princeton, Canada",quarry
2014-11-07T22:05:55.820Z,38.2522,-118.6542,6.13,1.27,ml,12,114.34,0.104,,nn,nn00466805,2014-11-07T22:10:40.423Z,"30km S of Hawthorne, Nevada",earthquake
2014-11-07T21:59:25.286Z,41.8855,-119.6582,0.3083,2.33,ml,3,319.22,0.48,0.1341,nn,nn00466816,2014-11-07T23:09:42.468Z,"66km ESE of Lakeview, Oregon",earthquake
2014-11-07T21:50:08.090Z,37.6328316,-118.8793335,8.49,1.79,md,31,85,0.01806,0.03,nc,nc72337105,2014-11-08T00:51:06.399Z,"8km ESE of Mammoth Lakes, California",earthquake
2014-11-07T21:40:30.000Z,18.1135,-66.0767,29,2,Md,12,72,0.08174669,0.18,pr,pr14311002,2014-11-07T21:58:48.527Z,"3km ESE of G. L. Garcia, Puerto Rico",earthquake
2014-11-07T21:38:39.578Z,41.87,-119.632,1.4617,2.3,ml,4,244.54,0.501,0.1674,nn,nn00466815,2014-11-07T23:09:37.816Z,"68km ESE of Lakeview, Oregon",earthquake
2014-11-07T21:28:48.000Z,61.9201,-150.7992,67.2,2.1,ml,,,,0.49,ak,ak11436277,2014-11-07T23:08:45.488Z,"44km WNW of Willow, Alaska",earthquake
2014-11-07T21:26:38.200Z,46.5395,-118.2505,0,1.8,Md,,176.4,0.08084838,0.27,uw,uw60920341,2014-11-07T23:00:23.822Z,"30km NNW of Waitsburg, Washington",quarry
2014-11-07T21:12:08.700Z,38.1367,-117.3613,29.75,1.88,ml,6,293.4,0.868,,nn,nn00466793,2014-11-07T21:14:50.406Z,"13km NW of Tonopah, Nevada",earthquake
2014-11-07T21:04:23.000Z,61.9223,-147.4547,29.5,2,ml,,,,0.9,ak,ak11436273,2014-11-07T23:08:44.854Z,"74km ENE of Sutton-Alpine, Alaska",earthquake
2014-11-07T20:57:45.240Z,39.4581667,-112.0143333,10.19,2.28,ml,13,133,0.1456,0.26,uu,uu60006865,2014-11-07T22:00:27.600Z,"31km SSW of Nephi, Utah",earthquake
2014-11-07T20:56:53.170Z,39.499,-112.0165,7.01,2.65,ml,29,42,0.1563,0.35,uu,uu60091122,2014-11-08T17:32:05.000Z,"28km SSW of Nephi, Utah",earthquake
2014-11-07T20:37:53.840Z,41.8979,-119.6281,1.04,2.85,ml,4,240.96,0.502,0.1087,nn,nn00466795,2014-11-08T17:19:33.000Z,"67km ESE of Lakeview, Oregon",earthquake
2014-11-07T20:26:56.284Z,41.8645,-119.6283,0,1.93,ml,3,321.5,0.504,0.0435,nn,nn00466784,2014-11-07T20:36:09.135Z,"69km ESE of Lakeview, Oregon",earthquake
2014-11-07T20:12:39.707Z,41.8574,-119.6086,1.4552,2.39,ml,4,246.51,0.519,0.1351,nn,nn00466783,2014-11-07T21:34:37.674Z,"70km ESE of Lakeview, Oregon",earthquake
2014-11-07T20:08:51.400Z,36.6065,-97.8147,5.876,3.2,ml,,80,,0.69,us,usc000svhd,2014-11-08T17:08:36.000Z,"23km SSW of Medford, Oklahoma",earthquake
2014-11-07T20:02:44.021Z,41.8628,-119.6452,0.032,2.47,ml,4,147.68,0.491,0.087,nn,nn00466778,2014-11-08T17:04:16.000Z,"68km ESE of Lakeview, Oregon",earthquake
2014-11-07T19:42:49.206Z,41.8856,-119.619,0.3074,2.28,ml,4,242.74,0.51,0.0998,nn,nn00466777,2014-11-07T20:04:12.136Z,"68km ESE of Lakeview, Oregon",earthquake
2014-11-07T19:35:51.000Z,60.4655,-152.7825,130.7,2.4,ml,,,,0.86,ak,ak11436184,2014-11-07T20:34:20.089Z,"3km SW of Redoubt Volcano, Alaska",earthquake
2014-11-07T19:28:50.300Z,47.5223,-121.9675,14.3,1.6,Md,,151.2,0.14373045,0.19,uw,uw60920226,2014-11-07T20:07:30.225Z,"4km E of Issaquah, Washington",earthquake
2014-11-07T19:19:55.362Z,41.8911,-119.6192,0,3.55,ml,5,108.15,0.509,0.132,nn,nn00466769,2014-11-08T16:31:31.000Z,"68km ESE of Lakeview, Oregon",earthquake
2014-11-07T19:16:19.670Z,36.3843,-114.8997,0.03,1.54,ml,27,184.37,0.241,,nn,nn00466767,2014-11-07T19:20:11.306Z,"20km NE of Nellis Air Force Base, Nevada",earthquake
2014-11-07T19:14:51.240Z,38.8086662,-122.8125,2.42,1.37,md,28,52,0.01303,0.04,nc,nc72337035,2014-11-07T22:58:04.731Z,"5km NW of The Geysers, California",earthquake
2014-11-07T19:04:44.300Z,34.3486667,-116.9556667,10.85,1.11,ml,9,113,0.09087,0.3,ci,ci37285936,2014-11-07T19:09:09.760Z,"10km S of Lucerne Valley, California",earthquake
2014-11-07T19:04:05.700Z,36.7561,-97.5627,4.347,2.8,ml,,64,,0.7,us,usc000svhg,2014-11-08T16:27:24.000Z,"16km ESE of Medford, Oklahoma",earthquake
2014-11-07T19:02:07.800Z,35.7968,-97.4435,5.45,2.5,ml,,60,,0.35,us,usc000svhe,2014-11-08T16:25:52.571Z,"9km S of Guthrie, Oklahoma",earthquake
2014-11-07T18:59:57.600Z,40.4516678,-121.5510025,5.06,2.3,md,10,129,0.05633,0.09,nc,nc72337015,2014-11-07T21:59:04.652Z,"29km E of Shingletown, California",earthquake
2014-11-07T18:50:46.240Z,40.4571648,-121.5510025,3.91,2.36,md,7,141,0.05516,0.02,nc,nc72336985,2014-11-07T21:01:03.919Z,"28km E of Shingletown, California",earthquake
2014-11-07T18:39:20.342Z,41.8694,-119.6218,0.5706,3.35,ml,5,134.35,0.508,0.143,nn,nn00466758,2014-11-08T16:14:25.000Z,"69km ESE of Lakeview, Oregon",earthquake
2014-11-07T18:31:01.000Z,51.4586,-178.3753,31.2,2.1,ml,,,,0.19,ak,ak11436100,2014-11-07T21:49:46.504Z,"50km SSW of Tanaga Volcano, Alaska",earthquake
2014-11-07T18:26:41.000Z,60.5248,-147.6547,17,2.5,ml,,,,1.06,ak,ak11436097,2014-11-07T20:34:43.556Z,"62km ESE of Whittier, Alaska",earthquake
2014-11-07T18:24:09.068Z,41.9036,-119.633,0,3.03,ml,6,78.14,0.499,0.1782,nn,nn00466754,2014-11-08T16:10:12.000Z,"66km ESE of Lakeview, Oregon",earthquake
2014-11-07T18:21:48.620Z,33.845,-117.4998333,0.01,1.59,ml,50,47,0.05328,0.38,ci,ci37285928,2014-11-07T18:25:59.750Z,"2km ENE of El Cerrito, California",quarry_blast
2014-11-07T18:16:02.770Z,33.5611667,-116.3726667,12.79,1.46,ml,52,70,0.05814,0.25,ci,ci37285920,2014-11-07T18:26:36.510Z,"12km SSW of La Quinta, California",earthquake
2014-11-07T18:07:39.500Z,18.9311,-65.9822,44,3,Md,12,223.2,0.62522744,0.2,pr,pr14311001,2014-11-08T16:08:15.000Z,"53km NNE of San Juan, Puerto Rico",earthquake
2014-11-07T17:34:52.350Z,-6.4721,148.5412,59.23,5.2,mb,,23,3.218,1.09,us,usc000svfv,2014-11-08T16:02:29.000Z,"75km E of Finschhafen, Papua New Guinea",earthquake
2014-11-07T17:30:40.000Z,62.9882,-149.3003,94.6,1.6,ml,,,,0.76,ak,ak11436012,2014-11-07T19:10:11.585Z,"48km SSW of Cantwell, Alaska",earthquake
2014-11-07T17:13:00.580Z,38.3635,22.2373,5,4.9,mwr,,30,0.661,0.98,us,usc000svfn,2014-11-08T15:48:04.000Z,"17km WSW of Itea, Greece",earthquake
2014-11-07T17:01:57.360Z,35.7238333,-121.1063333,6.83,1.02,md,17,66,0.05672,0.04,nc,nc72336940,2014-11-07T22:45:02.159Z,"11km NE of San Simeon, California",earthquake
2014-11-07T16:57:57.400Z,36.7076,-98.1455,5,2.8,ml,,188,,0.62,us,usc000svfw,2014-11-08T01:00:24.727Z,"19km ESE of Cherokee, Oklahoma",earthquake
2014-11-07T16:55:21.000Z,63.2988,-149.9269,105,2.2,ml,,,,0.42,ak,ak11436005,2014-11-07T17:54:34.236Z,"49km WSW of Cantwell, Alaska",earthquake
2014-11-07T16:52:07.900Z,33.1565,-116.0871667,11.54,1.45,ml,45,46,0.1445,0.27,ci,ci37285888,2014-11-07T17:19:20.850Z,"19km SW of Salton City, California",earthquake
2014-11-07T16:43:10.200Z,33.3113333,-116.2481667,10.46,1.32,ml,40,39,0.1184,0.29,ci,ci37285880,2014-11-07T17:19:34.301Z,"13km ENE of Borrego Springs, California",earthquake
